sms,category
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
{'message': 'Watch Gujarat vs Lucknow LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
"{'message': ""Calling all cricket fans! Don't miss Gujarat vs Lucknow LIVE, Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16""}",Subscription Payment
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 22-05-25 at 11:34:37 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
{'message': 'Please do not to respond to missed calls from unknown international numbers with prefix other than +91 or calls/SMS about winning prizes/ lottery as these may be fraudulent calls.'},Other
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 22-05-25 at 11:23:15 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 21-05-25 at 22:28:55 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
{'message': 'Watch Mumbai vs Delhi LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
{'message': 'THE WAFFLE VERSE is real! Waffler benefit unlocked for YOU - FREE SUNDAE on orders of >Rs. 250! CODE BWA95810BBWC Valid 15 days at The Belgian Waffle Co Mumbai stores only!'},Food & Dining
{'message': 'Hello! Now Recharge with Rs 47 and get Unlimited Callertunes for 28 Days! To avail this offer click https://vi.app.link/ctap'},Wallet Recharge
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': ""Calling all cricket fans! Don't miss Hyderabad vs Lucknow LIVE, Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16""}",Subscription Payment
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
{'message': 'Watch Delhi vs Gujarat LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
"{'message': 'Ready to Catch the Cricket Action?\nDont miss Kolkata vs Bengalure Recharge NOW\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Wallet Recharge
"{'message': ""Unlock infinite living at Siddha Sky, Sion NX.\n2BHK @1.92Cr* and 3BHK @2.65Cr*\nMumbai's first Rooftop Skywalk and 60+ amenities.\n#9513258829\nSiddha Sejal""}",Other
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': 'Data Alert! 500MB left on your Daily Data pack. Click bit.ly/ViDataRC or dial *121# to buy a Data pack starting Rs23\n175:ViMovies&TV+10GB,28D. No SV'}",Other
"{'message': 'Seamless connectivity with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Food & Dining
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': ""You've entered THE WAFFLE VERSE! The Belgian Waffle Co's new Loyalty program (Mumbai only) goes live 20th May. Your tier Waffle Newbie stays! Free Sundae & more rewards! https://vm.ltd/THEBWC/pxPOPI""}",Food & Dining
"{'message': 'Unlock a world of entertainment & knowledge with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'Special Offer now @ Rs.101! Get 5GB data with\xa0a\xa03-month JioHotstar subscription with Vi Plan. Recharge now:\xa0https://vi.app.link/j10wa'},Subscription Payment
"{'message': 'Last-Call:00:01:25, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Food & Dining
"{'message': 'Uninterrupted browsing & streaming with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'Special Offer now @ Rs.101! Get 5GB data with\xa0a\xa03-month JioHotstar subscription with Vi Plan. Recharge now:\xa0https://vi.app.link/j10wa'},Subscription Payment
"{'message': 'Uninterrupted browsing & streaming with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': 'Unlock a world of entertainment & knowledge with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': 'Uninterrupted browsing & streaming with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'Get 5GB data with 3-month JioHotstar subscription now at just Rs.101! Recharge now: https://vi.app.link/j10sms'},Subscription Payment
{'message': 'Special Offer now @ Rs.101! Get 5GB data with\xa0a\xa03-month JioHotstar subscription with Vi Plan. Recharge now:\xa0https://vi.app.link/j10wa'},Subscription Payment
"{'message': 'Seamless connectivity with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Food & Dining
"{'message': 'Last-Call:00:00:06, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Other
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': 'Catch the Cricket frenzy! Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Wallet Recharge
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': 'Ready to Catch the Cricket Action?\nDont miss Delhi vs Punjab Recharge NOW\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'Watch Punjab vs Delhi LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3months JioHotstar+5GB data Click: https://vi.app.link/j10wa'},Subscription Payment
"{'message': ""Calling all cricket fans! Don't miss CSK vs KKR LIVE, Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16""}",Subscription Payment
{'message': 'Watch Kolkata vs Chennai LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3months JioHotstar+5GB data Click: https://vi.app.link/j10wa'},Subscription Payment
"{'message': 'ALERT: Beware of fraudulent calls or SMS claiming to be from telecom authorities (TRAI/DoT) or impersonating police, cybercrime, customs, courier, postal department and others. Scammers may falsely accuse you of illegal activities to deceive you into sharing sensitive information like family details, financial credentials, or OTPs. Never share personal information or transfer any money to them. Report such suspicious calls or messages immediately to Helpline 1930 or portal https://cybercrime.gov.in and https://sancharsaathi.gov.in/sfc/  Stay alert. Stay safe with Vi'}",Other
{'message': 'Indian Passport holders can now use the FTI-TTP EGATES @select airports in India for Immigration clearance. Visit ftittp.mha.gov.in and register now. MAHPOL'},Travel & Transport
{'message': 'INR 30000.00 credited to A/c no. XX1083 on 31-07-25 at 22:22:04 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
"{'message': 'Last-Call:00:00:11, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Other
{'message': 'Hello! Now Recharge with Rs 47 and get Unlimited Callertunes for 28 Days! To avail this offer click https://viapp.onelink.me/bSC3/vict01'},Wallet Recharge
"{'message': 'सरकारी अधिकारी, पोलिस, सीबीआय, कस्टम किंवा बँक, वीज, विमा केवायसी यांच्या नावाने तुम्हाला फसवणूकीचे कॉल, एसएमएस येत आहेत का? तर, कृपया संचार साथी पोर्टल www.sancharsaathi.gov.in वर नोंद करा. \r\n \r\nआजच संचार साथी ॲप डाउनलोड करा.  \r\nअँड्रॉइड: https://play.google.com/store/apps/details?id=com.dot.app.sancharsaathi          \r\n\r\niOS: https://apps.apple.com/in/app/sanchar-saathi/id6739700695'}",Subscription Payment
{'message': 'UPI registration on Google Pay has started. Do not share Debit Card details/OTP/expiry date to avoid financial loss. Not you? Report to your bank - Axis Bank'},Refund Or Cashback
{'message': 'UPI Registration Initiated!\nBy Google Pay for your Bank A/c.\nYou will receive your UPI address shortly.\n-HDFC Bank'},Salary Income
"{'message': 'Enjoy non-stop entertainment with Vi Data packs!\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nmyvi.in/prepaid/mobile-data-packs'}",Subscription Payment
{'message': 'INR 30000.00 credited to A/c no. XX1083 on 25-07-25 at 11:34:17 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
"{'message': 'Binge more, Pay Less! Recharge with Vi Data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nmyvi.in/prepaid/mobile-data-packs'}",Subscription Payment
"{'message': 'ALERT: Beware of fraudulent calls or SMS posing as telecom authorities (TRAI/DoT), police, cybercrime, customs, courier, postal department. Scammers may falsely accuse you of crimes to steal personal details, financial credentials, or OTPs. Never share information or transfer money. To report suspicious calls/messages dial 1930 and visit https://sancharsaathi.gov.in/sfc/ Stay alert. Stay safe with Vi'}",Other
"{'message': 'Binge worry-free this holiday season with Vi Data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nmyvi.in/prepaid/mobile-data-packs'}",Subscription Payment
"{'message': 'Long distance family call? Our data pack bridges the distance with love\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Other
"{'message': 'iVenus Back to School: MacBook Air from 67,600 & iPad from 30,500\nStudents & teachers get up to 21% OFF\nVisit nearest iVenus Store: ivenus.in/find-a-store'}",Food & Dining
"{'message': ""Enjoy uninterrupted internet during rain or shine with Vi's data packs:\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nmyvi.in/prepaid/mobile-data-packs""}",Subscription Payment
"{'message': ""Browse, download, stream - all season long with Vi's data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nmyvi.in/prepaid/mobile-data-packs""}",Subscription Payment
"{'message': 'Hi , Extra 10% off* on Refrigerators + Superrr Exchange Bonus at Croma stores on Tuesdays! Know more http://m.tneu.in/TNCRMA/8Dq1p0M T&C'}",Food & Dining
"{'message': 'Seamless connectivity with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nmyvi.in/prepaid/mobile-data-packs'}",Food & Dining
{'message': 'Hello! Now Recharge with Rs 47 and get Unlimited Callertunes for 28 Days! To avail this offer click https://viapp.onelink.me/bSC3/vict01'},Wallet Recharge
"{'message': 'Enjoy non-stop entertainment with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
"{'message': 'Long distance family call? Our data pack bridges the distance with love\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Other
"{'message': 'Binge worry-free this holiday season with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 16-07-25 at 10:14:54 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
{'message': 'New Deluxe Launch- Jawahar Nagar\nTallest Tower\nOnly 2 Apt per floor\nSurface Car park\n3&4 BHK Start@4.30Cr*\nFlexible Payment plan\nBrochure- wa.link/2dg87r\nANCHOR'},Bank Alert
"{'message': 'Long distance family call? Our data pack bridges the distance with love\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Other
"{'message': ""Enjoy uninterrupted internet during rain or shine with Vi's data packs:\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121""}",Other
"{'message': 'Last-Call:00:00:14, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Other
"{'message': ""Browse, download, stream - all season long with Vi's data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121""}",Subscription Payment
{'message': 'THIS IS UR SIGN! 16 July = NATIONAL WAFFLE DAY! Any Waff-Wich @Rs.100. In-store only @The Belgian Waffle Co store! You coming? https://vm.ltd/THEBWC/0VbusX T&C'},Food & Dining
{'message': 'Data Alert! 500MB left on your Daily Data pack. Click bit.ly/ViDataRC or dial *121# to buy a Data pack starting Rs23'},Other
"{'message': 'Last-Call:00:00:46, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Other
"{'message': 'Seamless connectivity with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Food & Dining
"{'message': 'Enjoy non-stop entertainment with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
"{'message': 'Binge more, Pay Less! Recharge with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
"{'message': 'Binge worry-free this holiday season with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
"{'message': 'Long distance family call? Our data pack bridges the distance with love\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Other
"{'message': 'Last-Call:00:00:10, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Food & Dining
"{'message': ""Enjoy uninterrupted internet during rain or shine with Vi's data packs:\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121""}",Other
"{'message': 'Seamless connectivity with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Food & Dining
"{'message': 'Binge more, Pay Less! Recharge with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
{'message': 'INR 16621.84 credited to A/c no. XX1083 on 03-07-25 at 18:05:54 IST. Info - NEFT/YESIG51840144023/SUSH. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Food & Dining
"{'message': 'Binge more, Pay Less! Recharge with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
"{'message': 'Binge worry-free this holiday season with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
{'message': 'Hello! Now Recharge with Rs 47 and get Unlimited Callertunes for 28 Days! To avail this offer click https://viapp.onelink.me/bSC3/vict01'},Wallet Recharge
{'message': 'Match Alert! Watch IND vs ENG LIVE with 3-month JioHotstar + 5GB data at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
"{'message': 'Long distance family call? Our data pack bridges the distance with love\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Other
{'message': 'All Your Bills. One Super App! Switch to Vi App - your one-stop destination for all bill payments! Click: https://viapp.onelink.me/bSC3/utsms'},Bill Payment
"{'message': ""Enjoy uninterrupted internet during rain or shine with Vi's data packs:\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121""}",Other
{'message': 'Use OTP 673148 to log into your Swiggy account. Do not share the OTP or your number with anyone including Swiggy personnel. ASkSzFWMk3x'},Rent
"{'message': ""Fee payment unsuccessful!\n\nHi Customer,\nYour payment of Rs. 130900 for the fees of SHAH JINANSH  - 57480230074 with SVKM's Shri Bhagubhai Mafatlal Polytechnic has failed.\n\nAmount: Rs. 130900 \nStudent: SHAH JINANSH  - 57480230074\nInstitute: SVKM's Shri Bhagubhai Mafatlal Polytechnic\n\nTransaction reference ID: GQDT-HZ0VO5II1KL\n\nIf any amount was deducted from your account, it will be refunded back to the same account. In case of any queries write to fee?grayquest.com.\n\nBest,\nTeam GrayQuest""}",Bill Payment
{'message': '#1 Trending Thriller: Watch Mistry with 3-month JioHotstar and get 5GB data on Vi App at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
"{'message': 'Seamless connectivity with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Food & Dining
"{'message': 'Enjoy non-stop entertainment with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': 'PREMIUM 2 BHK HOMES\nSTARTING FROM @ 2 CR*\nFLEXIBLE PAYMENT PLANS\nCALL 7507070707\nOSHIWARA, ANDHERI WEST\nROSWALT REALTY\nMORE DETAILS: wa.link/rm08r8'}",Other
